UNIQUE_ID,Watershed,DESCRIPTOR,Waterbody,MLTYP_NAME,Lat,Long,Datayear_mean,Datayear_n,Datayear_sd,Datayear_median,Datayear_max,Datayear_min,NO3,NO3_n,NO3_sd,NO3_median,NO3_max,NO3_min,TN,TN_n,TN_sd,TN_median,TN_max,TN_min
W1942,Neponset,"[Westover Parkway crossing nearest Leyton Road, Norwood]",Germany Brook,River/Stream,42.18650673,-71.22345227,2009,3,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,1.8666666666666667,3,0.1527525231651947,1.8666666666666667,2,1.7
W1943,Neponset,"[parking area crossing southeast of the Robbins Road, Route 27 intersection, Walpole]",Neponset River,River/Stream,42.14711935,-71.25588873,2009,4,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.635,4,0.16901676445449626,0.635,0.8,0.44
W1945,Neponset,"[Boston Drive, Canton]",Beaver Meadow Brook,River/Stream,42.15206107,-71.11240912,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.636,5,0.11802542099056457,0.636,0.78,0.5
W1948,Neponset,"[approximately 360 feet upstream of Interstate 95, Canton]",Pecunit Brook,River/Stream,42.19275388,-71.14906792,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.8320000000000001,5,0.061806148561449774,0.8320000000000001,0.92,0.77
W1949,Neponset,"[Reservation Road, in locality of Hyde Park, Boston]",Mother Brook,River/Stream,42.25062143,-71.12953409,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.794,5,0.13107249902248755,0.794,1,0.64
W1952,Neponset,"[unnamed tributary to the Neponset River west of Neponset View Terrace, locally considered part of Spring Brook, approximately 420 feet upstream from confluence with the Neponset River, Walpole]",Unnamed Tributary,River/Stream,42.14824516,-71.2533023,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.484,5,0.13202272531651513,0.484,0.65,0.32
W1954,Narragansett Bay (Shore),"[Ash Street, Rehoboth]",West Branch (Palmer River),River/Stream,41.88730128,-71.25755521,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.638,5,0.12988456413292537,0.638,0.81,0.46
W1955,Narragansett Bay (Shore),"[Arcade Avenue, Seekonk]",Runnins River,River/Stream,41.83066674,-71.3297127,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,1.11,5,0.24228082879171434,1.11,1.4,0.83
W1956,Narragansett Bay (Shore),"[Winthrop Street (Route 44), Rehoboth]",Fullers Brook,River/Stream,41.83504629,-71.28898153,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,1.014,5,0.19590814173994914,1.014,1.3,0.8
W1957,Narragansett Bay (Shore),"[Ash Street, Rehoboth]",Bliss Brook,River/Stream,41.88521922,-71.26498004,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.594,5,0.12700393694685214,0.594,0.75,0.43
W1958,Narragansett Bay (Shore),"[at the Beckwith Middle School outdoor classroom, approximately 720 feet downstream from the Winthrop Street (Route 44) crossing nearest river mouth, Rehoboth]",East Branch (Palmer River),River/Stream,41.84689238,-71.25551885,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.654,5,0.14046351839534707,0.654,0.81,0.48
W1959,Narragansett Bay (Shore),"[Elm Street, Rehoboth]",Bad Luck Brook,River/Stream,41.838662,-71.23263553,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.6880000000000001,5,0.2007984063681781,0.6880000000000001,1,0.52
W1960,Narragansett Bay (Shore),"[off the Old Barney Avenue culdesac, approximately 170 feet upstream from Barney Avenue, Rehoboth]",Torrey Creek,River/Stream,41.78126268,-71.28901738,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,1.3599999999999999,5,0.08944271909999157,1.3599999999999999,1.4,1.2
W1961,Mount Hope Bay (Shore),"[Bushee Road, Swansea]",Kickamuit River,River/Stream,41.74691378,-71.25130236,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,1.6,5,0.45825756949558394,1.6,2.4,1.3
W1962,Mount Hope Bay (Shore),"[at culvert entrance southeast of the intersection of Routes 81 and 195, Fall River]",Quequechan River,River/Stream,41.69633043,-71.14860388,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.648,5,0.05805170109479998,0.648,0.74,0.58
W1963,Neponset,"[approximately 260 feet downstream of Neponset Street, Canton]",East Branch,River/Stream,42.15821391,-71.15549018,2009,3,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.7233333333333334,3,0.07371114795831994,0.7233333333333334,0.78,0.64
W1965,Mystic,"[at USGS gaging station (0110250) upstream of low head dam, west of Mystic Valley Parkway across from Mystic Avenue, Winchester]",Aberjona River,River/Stream,42.44730903,-71.13871254,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,1.64,5,0.24083189157584586,1.64,1.9,1.3
W1967,Mystic,"[Medford Street, Malden]",Malden River,River/Stream,42.41791119,-71.07329736,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.948,5,0.2525272262549129,0.948,1.2,0.61
W1968,Mystic,"[unnamed tributary locally known as Meetinghouse Brook, south of Mystic Valley Parkway (Route 16) bridge, approximately 80 feet from confluence with Mystic River, Medford]",Unnamed Tributary,River/Stream,42.41848684,-71.11707971,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.958,5,0.40363349712331853,0.958,1.4,0.41
W1969,Mystic,"[upstream at Broadway bridge, Arlington/Somerville]",Alewife Brook,River/Stream,42.40692802,-71.13399738,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.952,5,0.17922053453775882,0.952,1.2,0.7
W1970,Mystic,"[unnamed tributary locally known as Wellington Brook just upstream of underground culvert entrance behind Belmont Library, west of Cottage Street, Belmont]",Unnamed Tributary,River/Stream,42.39427861,-71.17201902,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,1.98,5,0.2774887385102322,1.98,2.2,1.5
W1971,Mystic,"[approximately 80 feet downstream of Lexington Street, Woburn]",Cummings Brook,River/Stream,42.47298956,-71.17218991,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,1.138,5,0.1556277610196844,1.138,1.3,0.89
W1972,Mystic,"[Totman Drive, Woburn]",Shaker Glen Brook,River/Stream,42.47137193,-71.17418508,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.986,5,0.13557285864065863,0.986,1.1,0.77
W1973,Mystic,"[off the southern end/downstream side of the Riverside Yacht Club boat dock, Medford (approximately 1400 feet downstream of Route 93 crossing)]",Mystic River,River/Stream,42.41196479,-71.1005642,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,1.016,5,0.18447222013083703,1.016,1.2,0.77
W1974,Mystic,"[upstream at Route 38 (Winthrop Street), Medford]",Mystic River,River/Stream,42.41785195,-71.11813574,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,1.078,5,0.27824449680092506,1.078,1.4,0.7
W1975,Mystic,"[off the western end/upstream side of the Winter Hill Yacht Club boat dock, Somerville (approximately 1400 feet downstream of the Route 28, Wellington Bridge crossing)]",Mystic River,River/Stream,42.39711852,-71.07943281,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.872,5,0.30244007670942025,0.872,1.3,0.56
W1976,Mystic,"[Little River/Alewife Brook, approximately 65 feet upstream of bridge crossing of Route 2 off ramp (West Roadway) to the Alewife T Station, Cambridge/Arlington (approximately 25 feet upstream of the CSO discharge stream confluence on southern bank)]",Little River,River/Stream,42.39735723,-71.14384075,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.876,5,0.2784420945187706,0.876,1.3,0.62
W1977,Mystic,"[at footbridge south of Bartlett Avenue, Lexington]",Munroe Brook,River/Stream,42.43524414,-71.19406671,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.996,5,0.16577092628081685,0.996,1.1,0.72
W1978,Mystic,"[west off end of Fairlawn Street, Malden (locally known as Spot and Ell Pond Brook)]",Spot Pond Brook,River/Stream,42.4382644,-71.06956013,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.89,5,0.18411952639521972,0.89,1.1,0.61
W1979,Mystic,"[approximately 450 feet downstream of Olympia Avenue, Woburn]",Aberjona River,River/Stream,42.49772931,-71.13348578,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,4.9799999999999995,5,1.3160547101089681,4.9799999999999995,6.2,2.8
W1981,Cape Cod,"[public boat launch on southeastern shore, west of Route 149 near Marstons Mills Cemetery, Barnstable]",Hamblin Pond,Lake,41.66334422,-70.41050549,2009,1,NA,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.21,1,NA,0.21,0.21,0.21
W1985,Cape Cod,"[unnamed tributary to western edge of Lovells Pond from cranberry bog stradding the Mashpee/Barnstable border, Wimbledon Way, Barnstable]",Unnamed Tributary,Other-Surface Water,41.64976966,-70.44588197,2009,3,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.30666666666666664,3,0.05131601439446883,0.30666666666666664,0.35,0.25
W1986,Cape Cod,"[unnamed tributary to western edge of Lovells Pond from cranberry bog southeast of Santuit Pond, Mashpee approximately 220 feet upstream of Santuit Newton Road, Barnstable]",Unnamed Tributary,Other-Surface Water,41.64914861,-70.44634801,2009,1,NA,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.32,1,NA,0.32,0.32,0.32
W1989,Connecticut,"[approximately 1400 feet downstream/south from Pearl Street, South Hadley]",Elmer Brook,River/Stream,42.27962685,-72.58673039,2015.421052631579,19,1.538967528127731,2015.421052631579,2017,2014,0.6155555555555555,9,0.26235048652094733,0.6155555555555555,0.88,0.1,0.737,10,0.2724395957516699,0.737,1,0.17
W1995,Chicopee,"[Old Long Hill Road, West Brookfield]",Quaboag River,River/Stream,42.22870146,-72.14937365,2008,5,0,2008,2008,2008,NA,0,NA,NA,-Inf,Inf,0.518,5,0.08757853618324526,0.518,0.63,0.42
W2011,Chicopee,"[approximately 200 feet upstream from Red Bridge Road/Hardwick Road, Hardwick/New Braintree]",Ware River,River/Stream,42.34355006,-72.15714041,2008,1,NA,2008,2008,2008,NA,0,NA,NA,-Inf,Inf,0.37,1,NA,0.37,0.37,0.37
W2014,Chicopee,"[deep hole, near center of northern half of pond, Hubbardston]",Asnacomet Pond,Lake,42.45975116,-71.9846416,2008,1,NA,2008,2008,2008,NA,0,NA,NA,-Inf,Inf,0.43,1,NA,0.43,0.43,0.43
W2015,Chicopee,"[approximately 70 feet upstream from confluence with Ware River, Barre]",Canesto Brook,River/Stream,42.42127736,-72.0480823,2008,1,NA,2008,2008,2008,NA,0,NA,NA,-Inf,Inf,0.29,1,NA,0.29,0.29,0.29
W2016,Chicopee,"[near the storm debris collector (""log boom"") upstream of the Barre Falls Dam, Barre]",Ware River,River/Stream,42.42883853,-72.02501982,2008,1,NA,2008,2008,2008,NA,0,NA,NA,-Inf,Inf,0.46,1,NA,0.46,0.46,0.46
W2017,Chicopee,"[Brigham Road, Hubbardson]",West Branch Ware River,River/Stream,42.43568216,-72.01721784,2008,1,NA,2008,2008,2008,NA,0,NA,NA,-Inf,Inf,0.39,1,NA,0.39,0.39,0.39
W2018,Chicopee,"[Intervale Road, Rutland]",East Branch Ware River,River/Stream,42.40384235,-71.99130487,2008,1,NA,2008,2008,2008,NA,0,NA,NA,-Inf,Inf,0.34,1,NA,0.34,0.34,0.34
W2019,Chicopee,"[downstream at Charnock Hill Road, Rutland]",Mill Brook,River/Stream,42.39059003,-71.98240465,2008,1,NA,2008,2008,2008,NA,0,NA,NA,-Inf,Inf,0.35,1,NA,0.35,0.35,0.35
W2020,Chicopee,"[West Street, Petersham]",East Branch Fever Brook,River/Stream,42.48792791,-72.21647477,2008,6,0,2008,2008,2008,0.02,3,0,0.02,0.02,0.02,0.35,3,0.10440306508910548,0.35,0.47,0.28
W2021,Chicopee,"[approximately 200 feet upstream of road crossing of the restricted portion of Monson Turnpike, Petersham]",West Branch Fever Brook,River/Stream,42.46843526,-72.25884802,2008,6,0,2008,2008,2008,0.02,3,0,0.02,0.02,0.02,0.26666666666666666,3,0.07023769168568493,0.26666666666666666,0.34,0.2
W2022,Chicopee,"[at old dam, approximately 50 feet upstream of unnamed trail/road crossing northeast of Rattlesnake Hill, Petersham]",East Branch Fever Brook,River/Stream,42.46258282,-72.24561712,2008,6,0,2008,2008,2008,0.02,3,0,0.02,0.02,0.02,0.25666666666666665,3,0.06429100507328638,0.25666666666666665,0.33,0.21
W2023,Chicopee,"[unnamed tributary to the East Branch Swift River, East Street, Petersham]",Unnamed Tributary,River/Stream,42.49092717,-72.17095628,2008,6,0,2008,2008,2008,0.12333333333333334,3,0.06806859285554046,0.12333333333333334,0.2,0.07,0.39666666666666667,3,0.12423096769056151,0.39666666666666667,0.54,0.32
W2025,Chicopee,"[Route 32A (Hardwick Road), Petersham]",East Branch Swift River,River/Stream,42.43816198,-72.20732375,2008,6,0,2008,2008,2008,0.026666666666666665,3,0.005773502691896256,0.026666666666666665,0.03,0.02,0.3233333333333333,3,0.09451631252505216,0.3233333333333333,0.43,0.25
W2026,Weymouth & Weir,"[Reardon Street, Quincy]",Furnace Brook,River/Stream,42.24766145,-71.02831587,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.566,5,0.09528903399657275,0.566,0.7,0.46
W2028,Weymouth & Weir,"[Elm Street, Quicy]",Town Brook,River/Stream,42.25166716,-70.99715572,2009,3,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,1.08,3,0.13114877048604004,1.08,1.2,0.94
W2029,Weymouth & Weir,"[Miller Stile Road, Quincy]",Town Brook,River/Stream,42.2476106,-70.99772491,2009,3,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,1.1433333333333333,3,0.19139836293274123,1.1433333333333333,1.3,0.93
W2030,Weymouth & Weir,"[approximately 700 feet upstream from Commercial Street, Braintree]",Monatiquot River,River/Stream,42.2205799,-70.98050122,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.642,5,0.05630275304103697,0.642,0.69,0.55
W2031,Weymouth & Weir,"[River Street, Braintree]",Monatiquot River,River/Stream,42.22005427,-70.9991699,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.57,5,0.0552268050859363,0.57,0.64,0.5
W2032,Weymouth & Weir,"[approximately 560 feet downstream of Commercial Street, Weymouth]",Weymouth Back River,River/Stream,42.21687046,-70.92243616,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.662,5,0.022803508501982747,0.662,0.69,0.64
W2033,Weymouth & Weir,"[Route 228 (East Street), Hingham]",Weir River,River/Stream,42.24257493,-70.85905507,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,1.18,5,0.08366600265340753,1.18,1.3,1.1
W2037,Weymouth & Weir,"[Prospect Street, Hingham]",Accord Brook,River/Stream,42.19140109,-70.86520493,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,1.094,5,0.12915107432770356,1.094,1.3,0.97
W2039,Weymouth & Weir,"[Ward Street, Hingham]",Plymouth River,River/Stream,42.20298433,-70.90145862,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,1.6,5,0.3937003937005906,1.6,2.2,1.3
W2041,Chicopee,"[unnamed tributary to Turkey Hill Brook, approximately 170 feet downstream/west from Paxton Road, Spencer]",Unnamed Tributary,River/Stream,42.27317372,-71.9749944,2014,10,0,2014,2014,2014,0.068,5,0.0535723809439155,0.068,0.14,0.02,0.34,5,0.04949747468305831,0.34,0.41,0.27
W2042,Weymouth & Weir,"[approximately 50 feet upstream of Route 228 (Main Street), Hingham]",Crooked Meadow River,River/Stream,42.2148309,-70.8848605,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,1.08,5,0.1923538406167134,1.08,1.4,0.9
W2043,Weymouth & Weir,"[Sharp Street, Hingham]",Old Swamp River,River/Stream,42.16285655,-70.92249054,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.72,5,0.2210203610530035,0.72,1.1,0.58
W2044,Weymouth & Weir,"[Ralph Talbot Street, Weymouth]",Old Swamp River,River/Stream,42.17808643,-70.93462278,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,1.056,5,0.15043270920913449,1.056,1.3,0.94
W2045,Weymouth & Weir,"[Elm Street, Weymouth]",Old Swamp River,River/Stream,42.18261181,-70.93539631,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,1.32,5,0.34928498393145957,1.32,1.9,1
W2046,Weymouth & Weir,"[Libbey Industrial Parkway, Weymouth]",Old Swamp River,River/Stream,42.19258744,-70.94329349,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,1.058,5,0.09121403400793103,1.058,1.2,0.99
W2047,Weymouth & Weir,"[Front Street (upstream of the outfall downstream of the bridge), Weymouth]",Mill River,River/Stream,42.19324533,-70.95931587,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,1.242,5,0.44824100660247496,1.242,2,0.92
W2048,Weymouth & Weir,"[West Street, Weymouth]",Mill River,River/Stream,42.1879042,-70.96226663,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,1.1300000000000001,5,0.16431676725154987,1.1300000000000001,1.3,0.95
W2049,Weymouth & Weir,"[upstream of road and two stormwater outfalls, Route 37 (Washington Street), Braintree]",Cranberry Brook,River/Stream,42.18379489,-71.01129661,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.982,5,0.3048278202526797,0.982,1.5,0.74
W2050,Weymouth & Weir,"[footbridge crossing of the western end of Joyce Circle, Randolph]",Mary Lee Brook,River/Stream,42.15128287,-71.04045468,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,1.5,5,0.12247448713915893,1.5,1.6,1.3
W2051,Weymouth & Weir,"[downstream of road and two stormwater outfalls, Route 139 (Union Street), Holbrook]",Cochato River,River/Stream,42.15538255,-71.02653441,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.996,5,0.10597169433391167,0.996,1.1,0.87
W2053,Weymouth & Weir,"[approximately 300 feet upstream from Pond Street, Braintree]",Farm River,River/Stream,42.19918489,-71.02404807,2009,5,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.496,5,0.18022208521710095,0.496,0.75,0.25
W2054,Chicopee,"[unnamed tributary to Quabbin Reservoir locally known as ""Boat Cove Brook"" northeast of Windsor Dam, Administration Road crossing, Ware (tributary not apparent on 1967 Windsor Dam USGS quadrangle)]",Unnamed Tributary,River/Stream,42.29088748,-72.33717325,2008,4,0,2008,2008,2008,0.02,2,0,0.02,0.02,0.02,0.23500000000000001,2,0.13435028842544403,0.23500000000000001,0.33,0.14
W2055,Chicopee,"[northern end of Route 116 bridge, Chicopee]",Chicopee River,River/Stream,42.1506384,-72.60757748,2008,5,0,2008,2008,2008,NA,0,NA,NA,-Inf,Inf,0.536,5,0.058137767414994525,0.536,0.61,0.45
W2056,Chicopee,"[southern end of Route 116 bridge, Chicopee]",Chicopee River,River/Stream,42.15007865,-72.60769097,2008,5,0,2008,2008,2008,NA,0,NA,NA,-Inf,Inf,0.55,5,0.06670832032063166,0.55,0.62,0.44
W2062,Blackstone,"[Culverted water locally called Mill Brook, (tributary to Blackstone River thru Salisbury Pond), approximately 240 feet downstream from where east and west pipes emerge from underground (Tire Warehouse, 195 Grove Street, Worcester)]",Unnamed Tributary,Other-Surface Water,42.27876651,-71.80543192,2008,5,0,2008,2008,2008,NA,0,NA,NA,-Inf,Inf,1.028,5,0.23188359148503804,1.028,1.3,0.71
W2066,Nashua,"[approximately 500 feet upstream from the inlet of Wachusett Reservoir, west of Main Street Circle, Boylston]",French Brook,River/Stream,42.36669887,-71.72892727,2008,4,0,2008,2008,2008,NA,0,NA,NA,-Inf,Inf,0.8200000000000001,4,0.24939927826679856,0.8200000000000001,1.1,0.5
W2067,Nashua,"[Route 140, West Boylston]",Muddy Brook,River/Stream,42.34755991,-71.765414,2008,4,0,2008,2008,2008,NA,0,NA,NA,-Inf,Inf,0.3275,4,0.06551081335677847,0.3275,0.37,0.23
W2070,Nashua,"[downstream of Hospital Road (approximately 500 feet from confluence with Trout Brook), Shirley/Harvard]",Nashua River,River/Stream,42.54690674,-71.62936149,2008,2,0,2008,2008,2008,1.1,1,NA,1.1,1.1,1.1,1.4,1,NA,1.4,1.4,1.4
W2081,Connecticut,"[unnamed tributary eventually to the Connecticut River, approximately 340 feet upstream/southeast from Bowles Fountain Road, Springfield]",Unnamed Tributary,River/Stream,42.07983422,-72.56556396,2014,10,0,2014,2014,2014,0.622,5,0.16543881044059766,0.622,0.81,0.4,0.9480000000000001,5,0.1008464178838297,0.9480000000000001,1.1,0.83
W2088,Connecticut,"[approximately 1200 feet downstream from Shutesbury Road, Leverett]",Mountain Brook,River/Stream,42.44431744,-72.48987633,2014,10,0,2014,2014,2014,0.026,5,0.00894427190999916,0.026,0.04,0.02,0.0828,5,0.015385057685949704,0.0828,0.1,0.06
W2090,South Coastal,"[unnamed tributary to the southeastern side of Trask Pond, (across from pole 48/42), Black Cat Road, Plymouth]",Unnamed Tributary,Other-Surface Water,41.93034153,-70.68571948,2009,2,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.8,2,0.565685424949238,0.8,1.2,0.4
W2091,South Coastal,"[unnamed tributary to the southwestern side of Trask Pond (near 'Hunters Point' road), Black Cat Road, Plymouth]",Unnamed Tributary,Other-Surface Water,41.93034135,-70.68751501,2009,3,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,1.3666666666666667,3,0.20816659994661332,1.3666666666666667,1.6,1.2
W2093,South Coastal,"[the central pipe of 3 pipes north at the intersection of Black Cat Road and Billington Street, Plymouth]",Unnamed Tributary,Other-Surface Water,41.92654803,-70.67334817,2009,4,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.41,4,0.1718526500620032,0.41,0.57,0.22
W2094,South Coastal,"[the most southwestern pipe of 3 pipes north at the intersection of Black Cat Road and Billington Street, Plymouth]",Unnamed Tributary,Other-Surface Water,41.92654883,-70.67345981,2009,3,0,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.61,3,0.6846166810705097,0.61,1.4,0.19
W2095,Taunton,"[Peterson Swamp outlet at the most eastern tip of Monponset Pond East Basin, east of Route 36, Halifax]",Unnamed Tributary,River/Stream,41.99978448,-70.82916967,2012.5,12,2.3159525823376357,2012.5,2015,2009,NA,0,NA,NA,-Inf,Inf,1.3441666666666667,12,0.3697040175681901,1.3441666666666667,1.8,0.68
W2097,Neponset,"[deep hole, Randolph]",Ponkapoag Pond,Lake,42.19218292,-71.09296807,2017,10,0,2017,2017,2017,0.04,4,0,0.04,0.04,0.04,0.36166666666666664,6,0.011690451944500132,0.36166666666666664,0.38,0.35
W2098,Blackstone,"[deep hole, southeastern lobe, Sutton]",Marble Pond,Lake,42.1654355,-71.74225071,2009,1,NA,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.7,1,NA,0.7,0.7,0.7
W2099,Blackstone,"[near outlet, southern shore, Sutton]",Aldrich Pond,Lake,42.16331367,-71.74025908,2009,1,NA,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.27,1,NA,0.27,0.27,0.27
W2100,Blackstone,"[near outlet, northwestern shore, south of Boston Road, Sutton]",Cold Spring Brook/Woodbury Pond,Lake,42.16498298,-71.73125523,2009,1,NA,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.39,1,NA,0.39,0.39,0.39
W2101,Blackstone,"[deep hole, eastern lobe, Grafton]",Quinsigamond River/Lake Ripple,Lake,42.21417145,-71.69366282,2009,1,NA,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.51,1,NA,0.51,0.51,0.51
W2102,Blackstone,"[deep hole, southwestern lobe near outlet, Grafton]",Hayes Pond,Lake,42.23364336,-71.70291466,2009,1,NA,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.46,1,NA,0.46,0.46,0.46
W2104,Blackstone,"[deep hole, approximately center pond, Worcester]",Burncoat Park Pond,Lake,42.29182926,-71.7857411,2009,1,NA,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,1.2,1,NA,1.2,1.2,1.2
W2106,Blackstone,"[near outlet, eastern point of pond, west of Town Farm Road, Sutton]",Number 1 Pond,Lake,42.11545621,-71.80029869,2009,1,NA,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.58,1,NA,0.58,0.58,0.58
W2107,Blackstone,"[near outlet, northeastern point of pond, west of West Stutton Road, Sutton]",Welsh Pond,Lake,42.15063348,-71.78998494,2009,1,NA,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.43,1,NA,0.43,0.43,0.43
W2108,Blackstone,"[deep hole, southwestern end of pond near outlet, Millbury]",Woolshop Pond,Lake,42.19477378,-71.74954254,2009,1,NA,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.7,1,NA,0.7,0.7,0.7
W2109,Blackstone,"[near outlet at southern end of pond, north of Fisk Mill Road, Upton/Milford]",Mill River/Fiske Millpond,Lake,42.16626582,-71.56421629,2009,1,NA,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.33,1,NA,0.33,0.33,0.33
W2110,Blackstone,"[main channel, east of Eric Drive culdesac, Uxbridge]",West River/West River Pond,Lake,42.09240849,-71.60229293,2009,1,NA,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.6,1,NA,0.6,0.6,0.6
W2112,Blackstone,"[appoximate center of pond, Northbridge]",Riley Pond,Lake,42.10441638,-71.67047401,2009,1,NA,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,2.3,1,NA,2.3,2.3,2.3
W2113,Blackstone,"[northeast of intersection of Arcade and Main streets, midway to island, Northbridge]",Arcade Pond,Lake,42.11296091,-71.67751954,2009,1,NA,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.31,1,NA,0.31,0.31,0.31
W2114,Blackstone,"[near northeastern end of dam at southern end of pond, Northbridge]",Fish Pond,Lake,42.12091818,-71.68795423,2009,1,NA,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.28,1,NA,0.28,0.28,0.28
W2119,Taunton,"[Pleasant Street, Hanson]",White Oak Brook,River/Stream,42.01898619,-70.85342498,2012.875,16,1.9958289839896939,2012.875,2015,2009,NA,0,NA,NA,-Inf,Inf,0.83625,16,0.28123240685715195,0.83625,1.7,0.5
W2120,Blackstone,"[unnamed tributary in the Sutton Falls (pond) subwatershed, Waters Road, Sutton]",Unnamed Tributary,River/Stream,42.10910594,-71.79299946,2009,1,NA,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,4.7,1,NA,4.7,4.7,4.7
W2123,Cape Cod,"[unnamed tributary to the northern edge of Lovells Pond, by the fallow bog pump house, Barnstable]",Unnamed Tributary,Other-Surface Water,41.6512038,-70.44110033,2009,1,NA,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.6,1,NA,0.6,0.6,0.6
W2124,Cape Cod,"[unnamed tributary to western edge of Hinkleys Pond from southeastern corner of cranberry bog, Harwich]",Unnamed Tributary,Other-Surface Water,41.71430738,-70.09708883,2009,1,NA,2009,2009,2009,NA,0,NA,NA,-Inf,Inf,0.31,1,NA,0.31,0.31,0.31
