SiteNumber, SiteName, SiteCategory, SiteAgency, SiteLongitude, SiteLatitude, SiteNWISURL
4.13655E+14,"COONAMESSETT POND, FALMOUTH FS-COOPD-0001",LK,USGS,-70.56867369,41.61530277,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413655070340901
4.13709E+14,"COONAMESSETT POND, FALMOUTH",LK,USGS,-70.5664181,41.61927494,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413709070340101
4.14712E+14,"GREAT HERRING POND, BOURNE BH-GRHPD-0001 (SB)",LK,USGS,-70.5640912,41.78662767,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414712070325301
11058839,"HERRING RIVER AT BOURNEDALE, MA",ST,USGS,-70.5622521,41.7726056,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=011058839
1105878,"BEAVER DAM BROOK AT WHITE HORSE BEACH, MA",ST,USGS,-70.55503149,41.92871539,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105878
4.13822E+14,MA-SDW  479-0001,ST,USGS,-70.54558438,41.63955259,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413822070324699
4.13821E+14,"OTIS SEWAGE TREATMENT PLANT WEIR, MA",ST,USGS,-70.54530659,41.6392748,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413821070324503
4.13805E+14,"ASHUMET POND, FALMOUTH FS-ASHPD-0002",LK,USGS,-70.5402592,41.63473608,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413805070322701
4.13804E+14,"ASHUMET POND, MASHPEE MI-ASHPD-0010",LK,USGS,-70.537662,41.6346222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413804070321701
4.13756E+14,"ASHUMET POND, MASHPEE MI-ASHPD-0011",LK,USGS,-70.5363258,41.63219729,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413756070321301
4.13736E+14,"ASHUMET POND, FALMOUTH FS-ASHPD-0008 GWOUT-R-N-LW",LK,USGS,-70.5347647,41.62680575,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413736070320702
4.1374E+14,"ASHUMET POND, FALMOUTH FS-ASHPD-0009 (ECAMP01)",LK,USGS,-70.53471189,41.6279224,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413740070320701
4.13742E+14,"ASHUMET POND, MASHPEE MI-ASHPD-0005",LK,USGS,-70.5315896,41.62838909,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413742070315601
4.13803E+14,"ASHUMET POND, MASHPEE MI-ASHPD-0001 (ECAMP02)",LK,USGS,-70.5314646,41.6342862,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413803070315301
1105883720,"CHILDS RIVER, 2200FT N. OF RT 28, NR WAQUOIT VILL.",ST,USGS,-70.5264172,41.5853872,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883720
1105883719,"CHILDS RIVER, AT BOGS E. FALMOUTH BEAGLE CLUB",ST,USGS,-70.5250283,41.5976092,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883719
11058837194,"CHILDS RIVER, AT CARRIAGE SHOP RD, NR WAQUOIT",ST,USGS,-70.5245361,41.5923722,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=011058837194
11058837185,"CHILDS RIVER, 2500FT S. OLD BARN. RD, NR WAQUOIT",ST,USGS,-70.5228222,41.6054833,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=011058837185
1105883717,"CHILDS RIVER, RT 151, O.5 MI E. OF MASHPEE/FALMOUT",ST,USGS,-70.52086159,41.61566447,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883717
1105883718,"CHILDS RIVER, AT OLD BARNSTABLE RD, NR WAQUOIT VIL",ST,USGS,-70.520306,41.6120534,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883718
4.13739E+14,"JOHNS POND, MASHPEE",LK,USGS,-70.520306,41.62760869,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413739070311501
4.14045E+14,"SNAKE POND, SANDWICH SD-SNAPD-0006",LK,USGS,-70.518081,41.6793216,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414045070310701
4.13808E+14,QUASHNET RIVER MI-QUARV-00015,ST,USGS,-70.5135364,41.63555029,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413808070305101
4.13833E+14,"MOODY POND, MASHPEE MI-MOOPD-0002(MP-NC)",LK,USGS,-70.5105667,41.64238056,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413833070303801
4.13808E+14,"QUASHNET RIVER, MI-QUARV-00357-RBTRIB-00150",ST-DCH,USGS,-70.5101824,41.6355139,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413808070303601
4.13813E+14,"QUASHNET RIVER, MI-QUARV-00360-LBTRIB-00026",ST-DCH,USGS,-70.5101741,41.6369528,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413813070303801
4.13811E+14,"QUASHNET RIVER, MI-QUARV-00357-RBTRIB-00020",ST-DCH,USGS,-70.5100824,41.6365417,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413811070303801
11058836334,"QUASHNET RV LB TRIB, 0.22 MI DS JOHNS PD",ST,USGS,-70.5100641,41.63695309,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=011058836334
11058836332,"QUASHNET RV RB TRIB, 0.22 MI DS JOHNS PD",ST,USGS,-70.5099725,41.63654198,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=011058836332
4.13531E+14,QUASHNET RIVER MI-QUARV-06373,ST,USGS,-70.50764468,41.5921845,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413531070302901
4.13814E+14,QUASHNET RIVER MI-QUARV-00566-LBTRIB-00085,ST,USGS,-70.5071918,41.6373003,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413814070302801
11058836353,"QUASH. RV LB TRIB 0.35 MI DS JOHNS PD, 1050 FT UP",ST,USGS,-70.5069194,41.63915,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=011058836353
1.10588E+11,"QUASH. RV LB TRIB 0.35 MI DS JOHNS PD, 1550 FT UP",ST,USGS,-70.5054585,41.64002809,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110588363525
11058836352,"QUASH. RV LB TRIB, 0.35 MI DS JOHNS PD, 1600 FT UP",ST,USGS,-70.5052196,41.63981976,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=011058836352
4.13759E+14,QUASHNET RIVER MI-QUARV-01037,ST,USGS,-70.5048001,41.6332921,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413759070301901
110588368,"QUASHNET RIVER, 0.8 MI DS FROM RT151, NR WAQUOIT V",ST,USGS,-70.5016945,41.6053871,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110588368
4.14442E+14,"UPPER SHAWME LAKE, SANDWICH SD-USHLK-0001",LK,USGS,-70.5014332,41.7450233,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414442070300701
110588365,"QUASHNET RIVER, 1.2 MI DS OF OUTLET FROM JOHNS PND",ST,USGS,-70.5011389,41.6245534,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110588365
4.13727E+14,QUASHNET RIVER MI-QUARV-02168,ST,USGS,-70.50088338,41.62433956,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413727070300501
110588366,"QUASHNET RIVER, AT RT 151, NEAR WAQUOIT VILLAGE",ST,USGS,-70.50058339,41.6176091,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110588366
4.13702E+14,QUASHNET RIVER MI-QUARV-03050,ST,USGS,-70.50050839,41.61743969,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413702070300401
4.13948E+14,"MASHPEE POND, MASHPEE",LK,USGS,-70.48697179,41.6634417,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413948070291501
110588358,"MASHPEE RIVER, AT RT 130 NEAR MASHPEE, MA",ST,USGS,-70.48558288,41.64899759,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110588358
4.13907E+14,MASHPEE RIVER MI-MASRV-00015,ST,USGS,-70.48538009,41.65201975,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413907070290901
4.14107E+14,"PETERS POND, SANDWICH SD-PETPD-0001",LK,USGS,-70.485355,41.68552187,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414107070290901
1105883592,"MASHPEE RIVER, E. OF COOMBS LN, NR MASHPEE, MA",ST,USGS,-70.4845472,41.639,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883592
1105883595,"MASHPEE RIVER US ASHER PATH BRIDGE MASHPEE,MA",ST,USGS,-70.4836111,41.63055556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883595
1105883593,"MASHPEE RIVER, E. OF BINGHAM DR, NR MASHPEE, MA",ST,USGS,-70.4835806,41.63399167,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883593
1105883591,"MASHPEE RIVER, E. OF QUASHNET ROAD, NR MASHPEE, MA",ST,USGS,-70.4821306,41.64196944,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883591
11058835955,"MASHPEE RIVER, 1400FT S ASHERS PTH, NR MASHPEE, MA",ST,USGS,-70.4818222,41.62599444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=011058835955
110588360,"MASHPEE RIVER, RT 28, NEAR WAQUOIT VILLAGE, MA",ST,USGS,-70.48030498,41.62177597,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110588360
4.14159E+14,"SPECTACLE POND, SANDWICH SD-SPEPD-0001",LK,USGS,-70.4596904,41.6999357,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414159070273701
4.13913E+14,"SANTUIT POND, MASHPEE",LK,USGS,-70.458082,41.65372,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413913070273101
110588338,"SANTUIT RIVER, OUTLET TO SANTUIT POND, NR SANTUIT",ST,USGS,-70.4536375,41.646498,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110588338
1105883385,"SANTUIT RIVER, E. OF MEADOW HAVEN DR, NR SANTUIT",ST,USGS,-70.45346389,41.6422333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883385
1105883393,"SANTUIT RIVER, 1000FT S. OF RT 28, NR SANTUIT",ST,USGS,-70.4527972,41.6348,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883393
1105883391,"SANTUIT RIVER, 150FT S. OF RT 28, AT SANTUIT",ST,USGS,-70.4524944,41.63685556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883391
1105883395,"SANTUIT RIVER, 1900FT S. OF RT 28, NR SANTUIT",ST,USGS,-70.4524,41.6324,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883395
1105883397,"SANTUIT RIVER, 900FT N. OF OLD MILL RD, NR SANTUIT",ST,USGS,-70.4515,41.6301,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883397
1105883401,"SANTUIT RIVER 200FT S OLD MILL RD, NR SANTUIT",ST,USGS,-70.45091389,41.6272833,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883401
110588336,"LITTLE RIVER, AT LOVELLS POND, NR MARST. MILLS, MA",ST,USGS,-70.44207778,41.6456833,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110588336
4.13855E+14,"LOVELLS POND, BARNSTABLE",LK,USGS,-70.4419444,41.64860556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413855070263101
1105883364,"LITTLE RIVER, W. OF SAMPS. MILL RD, NR COTUIT, MA",ST,USGS,-70.4341694,41.63828889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883364
1105883366,"LITTLE RIVER, AT CAPT. SAMADRUS RD,  NR COTUIT, MA",ST,USGS,-70.43090278,41.63507778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883366
110588337,"LITTLE RIVER, AT OLD POST ROAD, NR COTUIT, MA",ST,USGS,-70.42630278,41.62644444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110588337
1105883328,"MARSTONS MILLS RV, AT FULLING MILL, MARS. MILLS,MA",ST,USGS,-70.41586389,41.654575,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883328
4.14019E+14,"SHUBAEL POND, BARNSTABLE A1-SHUPD-0002",LK,USGS,-70.39631389,41.67194167,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414019070234701
110588328,"SKUNKNET RIVER, W. OF MAY LN, NR CENTERVILLE, MA",ST,USGS,-70.37995,41.6632611,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110588328
1105883283,"SKUNKNET RIVER, AT LUMB. MILL RD, NR CENTERVILLE",ST,USGS,-70.3774056,41.65734167,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883283
1105883286,"SKUNKNET RIVER, AT RT 28, NR CENTERVILLE, MA",ST,USGS,-70.3758417,41.65264167,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883286
1105883288,"SKUNKNET RIVER, NR WEST POND, NR CENTERVILLE, MA",ST,USGS,-70.3738833,41.6475333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883288
110588329,"SKUNKNET RIVER, AT BUMPS RVR RD,NR CENTERVILLE, MA",ST,USGS,-70.3712083,41.6456083,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110588329
110588325,"BUMPS RIVER, AT BUMPS RIVER RD, NR CENTERVILLE, MA",ST,USGS,-70.3628472,41.6483361,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110588325
1105694,OLD SWAMP RIVER AT FORREST STREET,ST,USGS,-70.3620583,42.1536861,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105694
1105883246,"BUMPS RIVER, AT RT 28, NR CENTERVILLE, MA",ST,USGS,-70.3612194,41.6543333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883246
1105883244,"BUMPS RIVER, AT AMES WAY, NR CENTERVILLE, MA",ST,USGS,-70.3598333,41.65675278,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883244
110588324,"BUMPS RIVER, S. OF WOODVALE LN, NR CENTERVILLE, MA",ST,USGS,-70.3566,41.66224167,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110588324
4.14128E+14,"GARRETTS POND, BARNSTABLE A1-GARPD-0001",LK,USGS,-70.3484983,41.69125369,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414128070205701
4.14014E+14,"WEQUAQUET LAKE, BARNSTABLE",LK,USGS,-70.33863407,41.67066539,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414014070202101
1105883203,"CENTERVILLE RIVER, W. OF RVRVIEW LN, CTRVILLE, MA",ST,USGS,-70.3367833,41.64837778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883203
1105883197,"CENTERVILLE RIVER, NR LONG POND, NR CTRVILLE, MA",ST,USGS,-70.33535278,41.65448889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883197
4.13919E+14,"LONG POND, BARNSTABLE (CENTERVILLE)",LK,USGS,-70.3352972,41.65536667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=413919070200701
1105883194,"CENTERVILLE RIVER, AT RT 28, NR CENTERVILLE, MA",ST,USGS,-70.33512778,41.65748889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883194
1105883191,"CENTERVILLE RIVER, AT PHINNEYS LN, NR CENTERVILLE",ST,USGS,-70.3349861,41.6601833,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=01105883191
11058823,"UNNAMED STREAM, AT CAMP ROAD, NR HYANNIS, MA",ST,USGS,-70.2638806,41.6586583,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=011058823
110588228,"HAWES RUN, AT PONDVIEW AVE, NR HYANNIS, MA",ST,USGS,-70.2611917,41.66185556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110588228
11058822,"HAWES RUN, AT WASHINGTON AVE, NR HYANNIS, MA",ST,USGS,-70.2610417,41.67119167,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=011058822
110588223,"HAWES RUN, AT REAGAN AVE, NR HYANNIS,MA",ST,USGS,-70.259875,41.66773889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110588223
11058821,"TOWN BROOK,  AT BUCK ISLAND RD, NR HYANNIS, MA",ST,USGS,-70.2567,41.66086667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=011058821
4.1415E+14,"DENNIS POND, YARMOUTH YA-DENP-0001",LK,USGS,-70.2491844,41.69727675,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414150070145901
4.14441E+14,"SCARGO LAKE, DENNIS DG-SCALK-0001",LK,USGS,-70.1801503,41.7448314,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414441070105001
4.11614E+14,"TROTS SWAMP DRAIN, NANTUCKET, MA",ST,USGS,-70.1547393,41.2706794,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411614070091900
4.11645E+14,"MILLBROOK SWAMP DRN, HAWTHORNE LA, NANTUCKET, MA",ST,USGS,-70.12557209,41.27929,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411645070073400
11058804,"HERRING RIVER, AT GREAT WESTERN RD, N. HARWICH, MA",ST,USGS,-70.1215333,41.69014167,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=011058804
11058802,"HERRING RIVER, AT MAIN ST, AT NORTH HARWICH, MA",ST,USGS,-70.11503889,41.69523056,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=011058802
110587993,"HERRING RIVER, AT AZALEA DR, NR N. HARWICH, MA",ST,USGS,-70.09690278,41.7101583,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110587993
4.14255E+14,"HINKLEYS POND, HARWICH",LK,USGS,-70.09640689,41.71538818,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414255070054901
4.14315E+14,"SEYMOURS POND, HARWICH",LK,USGS,-70.09337778,41.72079167,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414315070053601
110587992,"UNNAMED STREAM, AT PUNKHORN ROAD, NR N. HARWICH",ST,USGS,-70.0924,41.71785556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110587992
110587991,"HERRING RIVER, AT PLEASANT LAKE AVE, NR N. HARWICH",ST,USGS,-70.0855694,41.71884444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110587991
4.14313E+14,"LONG POND, HARWICH HI-LONPD-0001",LK,USGS,-70.0666259,41.72048266,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414313070040201
11058798,"HERRING R AT CHEQUESSETT NECK RD AT WELLFLEET, MA",ES,USGS,-70.0645556,41.9311111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=011058798
4.15639E+14,"POLE DIKE CREEK, UPSTRM HERRING R NR WELLFLEET, MA",ST,USGS,-70.0569444,41.94416667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415639070032501
4.15716E+14,"BOUND BROOK, DNSTRM BOUND BK RD NR WELLFLEET, MA",ST,USGS,-70.0549722,41.9545833,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415716070031801
4.14534E+14,"CLIFF POND, BREWSTER BM-CLIPD-0001",LK,USGS,-70.0182005,41.7595791,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414534070010701
4.11626E+14,"OUTLET OF GIBBS POND, NANTUCKET, MA",ST,USGS,-70.0133478,41.27401148,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411626070005000
4.15721E+14,"GULL POND, WELLFLEET WN-GULPD-0001",LK,USGS,-70.0119276,41.95580745,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415721070004501
4.14142E+14,"GOOSE POND, CHATHAM CG-GOOPD-0001",LK,USGS,-70.01003299,41.69507248,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414142070003801
110587897,NAMSKAKET CREEK SITE D,ST,USGS,-70.0100176,41.78233137,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110587897
110587898,NAMSKAKET CREEK SITE C,ST,USGS,-70.01001759,41.7820536,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110587898
110587895,NAMSKAKET CREEK SITE F,LK,USGS,-70.00946207,41.783998,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110587895
110587896,NAMSKAKET CREEK SITE E,ST,USGS,-70.00918428,41.78344246,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0110587896
4.14654E+14,Hurley's Bog Seep,ST-DCH,USGS,-70.0083333,41.78166667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414654070003001
4.14759E+14,"ROCK HARBOR CR AT PIPE AT BAY VIEW DR, ORLEANS, MA",ST,USGS,-70.00727778,41.7996111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414759070002601
4.11838E+14,"SQUAM SWAMP BROOK AT WAUMINET RD, NANTUCKET, MA",ST,USGS,-70.00695888,41.31067709,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411838070002700
4.15618E+14,"GREAT POND, WELLFLEET WN-GREPD-0001",LK,USGS,-69.9993492,41.9384829,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415618070000001
4.15001E+14,"GREAT POND, EASTHAM EG-GREPD-0001",LK,USGS,-69.9948603,41.83374956,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415001069594301
4.11544E+14,"PHILLIPS RUN AT MILESTONE RD, NANTUCKET, MA",ST,USGS,-69.9927918,41.262345,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=411544069593600
4.14634E+14,"CRYSTAL LAKE, ORLEANS OS-CRYLK-0001",LK,USGS,-69.98582258,41.77611499,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414634069591101
4.15027E+14,"MINISTER POND, EASTHAM EG-MINPD-0001",LK,USGS,-69.9787519,41.8409939,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415027069584501
